latitude,longitude,elevacao,time_point
47.234108049777625,-119.84830719872065,379.272,2023-08-22 22:00:51.299000+00:00
47.234100828779226,-119.84830744895852,379.26300000000003,2023-08-22 22:00:51.399000+00:00
47.23409369147701,-119.84830763935328,379.224,2023-08-22 22:00:51.499000+00:00
47.23408678169195,-119.84830791818908,379.25600000000003,2023-08-22 22:00:51.599000+00:00
47.234080046629494,-119.84830832111344,379.27500000000003,2023-08-22 22:00:51.699000+00:00
47.23407340548892,-119.84830890006299,379.234,2023-08-22 22:00:51.799000+00:00
47.23406700641836,-119.8483096822265,379.233,2023-08-22 22:00:51.899000+00:00
47.234060660781786,-119.84831072203167,379.225,2023-08-22 22:00:51.999000+00:00
47.23405475384237,-119.84831195327098,379.236,2023-08-22 22:00:52.099000+00:00
47.234048741639356,-119.84831345022934,379.241,2023-08-22 22:00:52.199000+00:00
47.23404288821353,-119.84831519104786,379.24,2023-08-22 22:00:52.299000+00:00
47.234037172607806,-119.84831716126195,379.235,2023-08-22 22:00:52.399000+00:00
47.234031549281134,-119.84831944831231,379.21,2023-08-22 22:00:52.499000+00:00
47.23402618776344,-119.8483219878272,379.207,2023-08-22 22:00:52.599000+00:00
47.23402106939661,-119.84832478621342,379.19100000000003,2023-08-22 22:00:52.699000+00:00
47.234016060566795,-119.84832793564952,379.188,2023-08-22 22:00:52.799000+00:00
47.23401128719016,-119.84833133381137,379.173,2023-08-22 22:00:52.899000+00:00
47.23400654417758,-119.84833497215232,379.208,2023-08-22 22:00:52.999000+00:00
47.234001970571356,-119.84833885966111,379.173,2023-08-22 22:00:53.099000+00:00
47.233997667863946,-119.84834302241042,379.17900000000003,2023-08-22 22:00:53.199000+00:00
47.23399345399498,-119.84834747088797,379.202,2023-08-22 22:00:53.299000+00:00
47.233989397745844,-119.8483520728767,379.176,2023-08-22 22:00:53.399000+00:00
47.23398544615971,-119.84835681892696,379.14300000000003,2023-08-22 22:00:53.499000+00:00
47.233981442010304,-119.84836195335056,379.128,2023-08-22 22:00:53.599000+00:00
47.23397767227137,-119.84836734536512,379.104,2023-08-22 22:00:53.699000+00:00
47.23397403753777,-119.84837308554044,379.059,2023-08-22 22:00:53.799000+00:00
47.23397060663282,-119.84837898948396,379.074,2023-08-22 22:00:53.899000+00:00
47.233967202830264,-119.84838507960256,379.032,2023-08-22 22:00:53.999000+00:00
47.2339637398314,-119.84839146508175,379.04,2023-08-22 22:00:54.099000+00:00
47.233960405091956,-119.84839811394546,379.04,2023-08-22 22:00:54.199000+00:00
47.233957290508286,-119.84840491341019,379.039,2023-08-22 22:00:54.299000+00:00
47.23395421690115,-119.84841212544215,379.003,2023-08-22 22:00:54.399000+00:00
47.23395115670183,-119.84841956891732,379.003,2023-08-22 22:00:54.499000+00:00
47.23394809572733,-119.84842723487854,378.986,2023-08-22 22:00:54.599000+00:00
47.23394510245407,-119.8484351412669,379.011,2023-08-22 22:00:54.699000+00:00
47.23394219891731,-119.8484432449607,379.06,2023-08-22 22:00:54.799000+00:00
47.23393932969159,-119.84845166659025,379.04200000000003,2023-08-22 22:00:54.899000+00:00
47.23393659931339,-119.84846029837011,379.059,2023-08-22 22:00:54.999000+00:00
47.23393416408118,-119.84846910017929,379.003,2023-08-22 22:00:55.099000+00:00
47.233931815445544,-119.84847811920143,378.92400000000004,2023-08-22 22:00:55.199000+00:00
47.23392952706529,-119.84848741253052,378.923,2023-08-22 22:00:55.299000+00:00
47.23392724069811,-119.8484970327786,378.865,2023-08-22 22:00:55.399000+00:00
47.23392512544246,-119.84850678676122,378.832,2023-08-22 22:00:55.499000+00:00
47.23392307972736,-119.84851677081791,378.729,2023-08-22 22:00:55.599000+00:00
47.2339211842394,-119.84852705376184,378.67400000000004,2023-08-22 22:00:55.699000+00:00
47.233919359626135,-119.84853761493899,378.682,2023-08-22 22:00:55.799000+00:00
47.2339176281535,-119.84854837266134,378.581,2023-08-22 22:00:55.899000+00:00
47.23391602165779,-119.8485592702794,378.555,2023-08-22 22:00:55.999000+00:00
47.23391450501148,-119.84857030614296,378.531,2023-08-22 22:00:56.099000+00:00
47.23391302777506,-119.84858166587978,378.451,2023-08-22 22:00:56.199000+00:00
47.2339116871222,-119.8485929708698,378.416,2023-08-22 22:00:56.299000+00:00
47.233910363356124,-119.84860452386609,378.385,2023-08-22 22:00:56.399000+00:00
47.233908996517194,-119.84861642565242,378.315,2023-08-22 22:00:56.499000+00:00
47.23390769104545,-119.84862849235215,378.253,2023-08-22 22:00:56.599000+00:00
47.23390637204504,-119.84864079892635,378.24,2023-08-22 22:00:56.699000+00:00
47.23390510423146,-119.84865312025933,378.158,2023-08-22 22:00:56.799000+00:00
47.23390378238905,-119.84866573300732,378.121,2023-08-22 22:00:56.899000+00:00
47.233902419916696,-119.84867853104154,378.106,2023-08-22 22:00:56.999000+00:00
47.23390100909214,-119.84869158467706,378.094,2023-08-22 22:00:57.099000+00:00
47.23389957752523,-119.84870463092668,378.084,2023-08-22 22:00:57.199000+00:00
47.2338981177381,-119.84871811585379,378.048,2023-08-22 22:00:57.299000+00:00
47.23389674912129,-119.84873138962304,378.035,2023-08-22 22:00:57.399000+00:00
47.23389533456778,-119.84874498394973,378.045,2023-08-22 22:00:57.499000+00:00
47.23389392506773,-119.84875876049085,378.027,2023-08-22 22:00:57.599000+00:00
47.23389246141939,-119.84877269674944,378.02,2023-08-22 22:00:57.699000+00:00
47.23389101865017,-119.8487868145161,378.004,2023-08-22 22:00:57.799000+00:00
47.233889529527204,-119.8488012757725,378.01,2023-08-22 22:00:57.899000+00:00
47.2338880454977,-119.84881551769347,377.987,2023-08-22 22:00:57.999000+00:00
47.23388647239087,-119.84883031568646,377.958,2023-08-22 22:00:58.099000+00:00
47.23388493385713,-119.84884519812374,377.954,2023-08-22 22:00:58.199000+00:00
47.23388338621313,-119.84886049067869,377.967,2023-08-22 22:00:58.299000+00:00
47.23388183181184,-119.84887553798917,377.94100000000003,2023-08-22 22:00:58.399000+00:00
47.23388029144468,-119.84889068840515,377.937,2023-08-22 22:00:58.499000+00:00
47.23387867520594,-119.848906109413,377.923,2023-08-22 22:00:58.599000+00:00
47.23387708258921,-119.84892151393184,377.896,2023-08-22 22:00:58.699000+00:00
47.233875448662765,-119.84893711390396,377.892,2023-08-22 22:00:58.799000+00:00
47.23387378264307,-119.84895293334188,377.874,2023-08-22 22:00:58.899000+00:00
47.23387210698452,-119.84896878973363,377.884,2023-08-22 22:00:58.999000+00:00
47.23387036689941,-119.84898492860533,377.873,2023-08-22 22:00:59.099000+00:00
47.23386860136324,-119.84900122311757,377.86400000000003,2023-08-22 22:00:59.199000+00:00
47.233866793466284,-119.84901771778647,377.861,2023-08-22 22:00:59.299000+00:00
47.23386493690814,-119.84903426731267,377.851,2023-08-22 22:00:59.399000+00:00
47.233863078741294,-119.84905083794011,377.844,2023-08-22 22:00:59.499000+00:00
47.23386118677769,-119.8490675093444,377.836,2023-08-22 22:00:59.599000+00:00
47.23385926741578,-119.84908433295863,377.834,2023-08-22 22:00:59.699000+00:00
47.23385730673933,-119.84910126912892,377.848,2023-08-22 22:00:59.799000+00:00
47.233855295304416,-119.8491185037921,377.827,2023-08-22 22:00:59.899000+00:00
47.23385329800158,-119.84913560858902,377.832,2023-08-22 22:00:59.999000+00:00
47.23385127990072,-119.84915275768341,377.826,2023-08-22 22:01:00.099000+00:00
47.233849178880625,-119.84917020461336,377.802,2023-08-22 22:01:00.199000+00:00
47.23384707567518,-119.84918738121672,377.782,2023-08-22 22:01:00.299000+00:00
47.23384489135048,-119.84920505534963,377.785,2023-08-22 22:01:00.399000+00:00
47.23384272159582,-119.84922278479591,377.772,2023-08-22 22:01:00.499000+00:00
47.233840504807375,-119.84924049051016,377.752,2023-08-22 22:01:00.599000+00:00
47.233838216567776,-119.84925841997357,377.742,2023-08-22 22:01:00.699000+00:00
47.23383593102744,-119.84927640135426,377.738,2023-08-22 22:01:00.799000+00:00
47.23383361804471,-119.84929430361774,377.719,2023-08-22 22:01:00.899000+00:00
47.23383124809444,-119.84931251955797,377.705,2023-08-22 22:01:00.999000+00:00
47.2338288644537,-119.84933066018274,377.7,2023-08-22 22:01:01.099000+00:00
47.23382641336404,-119.84934901703284,377.696,2023-08-22 22:01:01.199000+00:00
47.233823934435826,-119.8493674232859,377.68600000000004,2023-08-22 22:01:01.299000+00:00
47.233821434034674,-119.84938580076289,377.681,2023-08-22 22:01:01.399000+00:00
47.233818894967676,-119.84940436974348,377.673,2023-08-22 22:01:01.499000+00:00
47.23381631603005,-119.84942314663455,377.66200000000003,2023-08-22 22:01:01.599000+00:00
47.233813695689236,-119.84944185404693,377.669,2023-08-22 22:01:01.699000+00:00
47.233811031958055,-119.84946072417085,377.654,2023-08-22 22:01:01.799000+00:00
47.23380836805495,-119.84947954920607,377.649,2023-08-22 22:01:01.899000+00:00
47.233805628489314,-119.84949860520732,377.666,2023-08-22 22:01:01.999000+00:00
47.23380287639815,-119.8495174917919,377.642,2023-08-22 22:01:02.099000+00:00
47.23380010651867,-119.84953661125661,377.652,2023-08-22 22:01:02.199000+00:00
47.23379726239851,-119.84955610210552,377.645,2023-08-22 22:01:02.299000+00:00
47.23379445397587,-119.84957535291478,377.633,2023-08-22 22:01:02.399000+00:00
47.233791627567534,-119.84959470295472,377.635,2023-08-22 22:01:02.499000+00:00
47.23378876105199,-119.84961418916996,377.624,2023-08-22 22:01:02.599000+00:00
47.233785860562435,-119.84963376746084,377.625,2023-08-22 22:01:02.699000+00:00
47.23378294850206,-119.84965359567525,377.597,2023-08-22 22:01:02.799000+00:00
47.2337800324756,-119.84967322961528,377.608,2023-08-22 22:01:02.899000+00:00
47.23377713473576,-119.84969287999776,377.604,2023-08-22 22:01:02.999000+00:00
47.23377416469113,-119.84971292283647,377.575,2023-08-22 22:01:03.099000+00:00
47.23377118150563,-119.8497329812619,377.59000000000003,2023-08-22 22:01:03.199000+00:00
47.2337681855022,-119.84975317950273,377.563,2023-08-22 22:01:03.299000+00:00
47.23376515355821,-119.8497733233639,377.585,2023-08-22 22:01:03.399000+00:00
